[2023-12-04 17:49:41.843] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.850] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.856] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.861] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.867] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.874] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.879] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.886] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.891] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.898] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.908] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.914] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 17:49:41.925] [critical] [thread 13028] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.950] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.959] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.966] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.973] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.978] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.983] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.989] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:42.995] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:43.001] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:43.007] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:43.013] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:43.020] [critical] [thread 20516] Config file wasn't found. Program terminated.
[2023-12-04 18:53:43.026] [critical] [thread 20516] Config file wasn't found. Program terminated.
